Order,Name,Kind,Gateway,Created At,Status,Amount,Currency,Card Type
5036830654575,#50654,capture,stripe,21-07-2023 00:05,success,30.2,USD,visa
5036830589039,#50653,capture,stripe,21-07-2023 00:05,success,24.19,USD,master
5036771967087,#50652,capture,shopify_payments,20-07-2023 21:33,success,99.71,USD,master
5036736217199,#50651,capture,shopify_payments,20-07-2023 20:14,success,92.97,USD,master
5036729892975,#50650,capture,shopify_payments,20-07-2023 20:01,success,66.85,USD,master
5036624969839,#50649,capture,shopify_payments,20-07-2023 16:31,success,32.73,USD,visa
5036591120495,#50648,capture,shopify_payments,20-07-2023 15:30,success,55.78,USD,visa
5036586631279,#50647,capture,shopify_payments,20-07-2023 15:21,success,24.77,USD,visa
5036564807791,#50646,capture,stripe,20-07-2023 14:45,success,30.09,USD,american_express
5036554518639,#50645,capture,shopify_payments,20-07-2023 14:28,success,27.89,USD,american_express
5036502876271,#50644,capture,shopify_payments,20-07-2023 13:11,success,27.39,USD,american_express
5036495208559,#50643,capture,shopify_payments,20-07-2023 12:56,success,58.85,USD,master
5036493144175,#50642,capture,shopify_payments,20-07-2023 12:52,success,51.1,USD,master
5036463095919,#50641,capture,shopify_payments,20-07-2023 12:05,success,31.67,USD,visa
5036434587759,#50640,capture,shopify_payments,20-07-2023 11:29,success,28.9,USD,visa
5036371378287,#50639,capture,shopify_payments,20-07-2023 10:12,success,232.65,USD,american_express
5036355485807,#50638,capture,shopify_payments,20-07-2023 09:38,success,55.78,USD,visa
5036355485807,#50638,refund,shopify_payments,20-07-2023 12:44,success,55.78,USD,visa
5036349882479,#50637,capture,shopify_payments,20-07-2023 09:25,success,27.89,USD,visa
5036345688175,#50636,capture,shopify_payments,20-07-2023 09:14,success,58.98,USD,visa
5036110348399,#50635,capture,stripe,20-07-2023 01:04,success,31.71,USD,visa
5036074696815,#50634,capture,stripe,20-07-2023 00:07,success,27.99,USD,visa
5036074664047,#50633,capture,shopify_payments,20-07-2023 00:07,success,29.37,USD,visa
5036074631279,#50632,capture,stripe,20-07-2023 00:07,success,59.9,USD,visa
5036074598511,#50631,capture,shopify_payments,20-07-2023 00:07,success,33.76,USD,visa
5036074565743,#50630,capture,stripe,20-07-2023 00:07,success,24.41,USD,visa
5036074532975,#50629,capture,stripe,20-07-2023 00:07,success,22.99,USD,visa
5036074467439,#50628,capture,stripe,20-07-2023 00:06,success,27.99,USD,visa
5036074434671,#50627,capture,stripe,20-07-2023 00:07,success,30.34,USD,discover
5036074401903,#50626,capture,stripe,20-07-2023 00:07,success,27.99,USD,visa
5036074369135,#50625,capture,stripe,20-07-2023 00:06,success,22.99,USD,visa
5036074336367,#50624,capture,stripe,20-07-2023 00:06,success,27.99,USD,master
5036074303599,#50623,capture,stripe,20-07-2023 00:06,success,27.39,USD,visa
5036074270831,#50622,capture,stripe,20-07-2023 00:06,success,27.39,USD,visa
5036074238063,#50621,capture,stripe,20-07-2023 00:06,success,22.99,USD,visa
5036074205295,#50620,capture,stripe,20-07-2023 00:06,success,55.98,USD,master
5036074172527,#50619,capture,stripe,20-07-2023 00:06,success,30.05,USD,discover
5036074139759,#50618,capture,stripe,20-07-2023 00:06,success,27.39,USD,master
5036074106991,#50617,capture,stripe,20-07-2023 00:06,success,30.82,USD,visa
5036074074223,#50616,capture,shopify_payments,20-07-2023 00:06,success,32.5,USD,visa
5036074041455,#50615,capture,stripe,20-07-2023 00:06,success,55.98,USD,visa
5036074008687,#50614,capture,stripe,20-07-2023 00:06,success,30.02,USD,discover
5036073975919,#50613,capture,stripe,20-07-2023 00:06,success,22.99,USD,american_express
5036073943151,#50612,capture,stripe,20-07-2023 00:06,success,27.99,USD,visa
5036073910383,#50611,capture,stripe,20-07-2023 00:06,success,58.98,USD,master
5036073877615,#50610,capture,stripe,20-07-2023 00:06,success,26,USD,visa
5036073812079,#50609,capture,stripe,20-07-2023 00:06,success,27.99,USD,master
5036073779311,#50608,capture,stripe,20-07-2023 00:06,success,29.47,USD,discover
5036073746543,#50607,capture,stripe,20-07-2023 00:06,success,48.38,USD,american_express
5036073713775,#50606,capture,stripe,20-07-2023 00:06,success,28.27,USD,master
5036073681007,#50605,capture,stripe,20-07-2023 00:06,success,30.79,USD,visa
5036073648239,#50604,capture,stripe,20-07-2023 00:06,success,30.12,USD,visa
5036073615471,#50603,capture,stripe,20-07-2023 00:06,success,30.44,USD,master
5036073582703,#50602,capture,stripe,20-07-2023 00:06,success,30.09,USD,visa
5036073549935,#50601,capture,stripe,20-07-2023 00:06,success,24.66,USD,american_express
5036073484399,#50600,capture,stripe,20-07-2023 00:06,success,28.27,USD,visa
5036073451631,#50599,capture,stripe,20-07-2023 00:06,success,29.67,USD,discover
5036073418863,#50598,capture,stripe,20-07-2023 00:06,success,24.43,USD,visa
5036073386095,#50597,capture,stripe,20-07-2023 00:06,success,29.47,USD,visa
5036073353327,#50596,capture,stripe,20-07-2023 00:06,success,29.49,USD,visa
5036073320559,#50595,capture,stripe,20-07-2023 00:06,success,48.38,USD,visa
5036073287791,#50594,capture,stripe,20-07-2023 00:06,success,30.29,USD,master
5036073255023,#50593,capture,stripe,20-07-2023 00:06,success,22.99,USD,visa
5036073222255,#50592,capture,stripe,20-07-2023 00:06,success,24.6,USD,master
5035962695791,#50591,capture,shopify_payments,19-07-2023 19:52,success,33.35,USD,visa
5035952472175,#50590,capture,shopify_payments,19-07-2023 19:29,success,27.89,USD,master
5035949654127,#50589,capture,shopify_payments,19-07-2023 19:22,success,29.49,USD,visa
5035911184495,#50588,capture,shopify_payments,19-07-2023 18:00,success,30.37,USD,visa
5035908792431,#50587,capture,shopify_payments,19-07-2023 17:56,success,339.72,USD,visa
5035908792431,#50587,refund,shopify_payments,27-07-2023 19:14,success,339.72,USD,visa
5035846140015,#50586,capture,shopify_payments,19-07-2023 15:53,success,49.3,USD,master
5035831394415,#50585,capture,shopify_payments,19-07-2023 15:22,success,33.35,USD,visa
5035819892847,#50584,capture,shopify_payments,19-07-2023 15:00,success,55.78,USD,american_express
5035818713199,#50583,capture,shopify_payments,19-07-2023 14:58,success,26.54,USD,master
5035726930031,#50582,capture,shopify_payments,19-07-2023 12:09,success,62.52,USD,discover
5035663392879,#50581,capture,shopify_payments,19-07-2023 10:01,success,30.99,USD,discover
5035658182767,#50580,capture,shopify_payments,19-07-2023 09:50,success,32.52,USD,master
5035460624495,#50578,capture,shopify_payments,19-07-2023 02:49,success,66.78,USD,visa
5035431788655,#50577,capture,stripe,19-07-2023 01:04,success,29.49,USD,american_express
5035431657583,#50576,capture,stripe,19-07-2023 01:04,success,30.05,USD,american_express
5035395121263,#50575,capture,stripe,19-07-2023 00:07,success,28.84,USD,discover
5035395121263,#50575,refund,stripe,20-07-2023 15:28,success,28.84,USD,discover
5035395088495,#50574,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035395055727,#50573,capture,stripe,19-07-2023 00:07,success,22.99,USD,master
5035395022959,#50572,capture,stripe,19-07-2023 00:07,success,29.17,USD,master
5035394957423,#50571,capture,stripe,19-07-2023 00:07,success,24.25,USD,master
5035394924655,#50570,capture,stripe,19-07-2023 00:07,success,27.99,USD,master
5035394891887,#50569,capture,stripe,19-07-2023 00:07,success,29.78,USD,visa
5035394859119,#50568,capture,shopify_payments,19-07-2023 00:07,success,29.31,USD,discover
5035394826351,#50567,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035394793583,#50566,capture,stripe,19-07-2023 00:07,success,30.51,USD,visa
5035394728047,#50565,capture,stripe,19-07-2023 00:07,success,25.64,USD,master
5035394695279,#50564,capture,stripe,19-07-2023 00:07,success,27.99,USD,discover
5035394662511,#50563,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035394629743,#50562,capture,stripe,19-07-2023 00:07,success,27.99,USD,discover
5035394596975,#50561,capture,stripe,19-07-2023 00:07,success,29.64,USD,master
5035394564207,#50560,capture,stripe,19-07-2023 00:07,success,29.78,USD,visa
5035394498671,#50559,capture,stripe,19-07-2023 00:07,success,30.06,USD,visa
5035394465903,#50558,capture,stripe,19-07-2023 00:07,success,31.48,USD,visa
5035394433135,#50557,capture,stripe,19-07-2023 00:07,success,27.99,USD,master
5035394400367,#50556,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035394367599,#50555,capture,stripe,19-07-2023 00:07,success,29.17,USD,visa
5035394334831,#50553,capture,stripe,19-07-2023 00:07,success,27.99,USD,master
5035394302063,#50554,capture,stripe,19-07-2023 00:07,success,30.65,USD,visa
5035394269295,#50552,capture,stripe,19-07-2023 00:07,success,27.39,USD,visa
5035394236527,#50551,capture,stripe,19-07-2023 00:07,success,27.99,USD,american_express
5035394203759,#50550,capture,stripe,19-07-2023 00:07,success,27.99,USD,american_express
5035394170991,#50549,capture,shopify_payments,19-07-2023 00:07,success,27.99,USD,visa
5035394138223,#50548,capture,stripe,19-07-2023 00:07,success,59.06,USD,visa
5035394105455,#50547,capture,stripe,19-07-2023 00:07,success,30.06,USD,visa
5035394072687,#50546,capture,stripe,19-07-2023 00:07,success,27.99,USD,master
5035394039919,#50545,capture,stripe,19-07-2023 00:07,success,28.27,USD,visa
5035394007151,#50544,capture,shopify_payments,19-07-2023 00:07,success,31.48,USD,discover
5035393974383,#50543,capture,stripe,19-07-2023 00:07,success,24.71,USD,discover
5035393941615,#50542,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035393876079,#50541,capture,stripe,19-07-2023 00:07,success,30.09,USD,master
5035393843311,#50540,capture,stripe,19-07-2023 00:07,success,23.22,USD,visa
5035393810543,#50539,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035393777775,#50538,capture,stripe,19-07-2023 00:07,success,25.54,USD,visa
5035393745007,#50537,capture,stripe,19-07-2023 00:07,success,59.13,USD,master
5035393712239,#50536,capture,stripe,19-07-2023 00:07,success,28.27,USD,discover
5035393679471,#50535,capture,stripe,19-07-2023 00:07,success,27.99,USD,visa
5035393646703,#50534,capture,stripe,19-07-2023 00:07,success,25.23,USD,discover
5035318313071,#50533,capture,shopify_payments,18-07-2023 21:16,success,31.55,USD,visa
5035315003503,#50532,capture,shopify_payments,18-07-2023 21:09,success,31.55,USD,visa
5035311693935,#50531,capture,shopify_payments,18-07-2023 21:03,success,27.15,USD,master
5035298357359,#50530,capture,shopify_payments,18-07-2023 20:34,success,27.89,USD,master
5035272732783,#50529,capture,shopify_payments,18-07-2023 19:36,success,53.53,USD,visa
5035271848047,#50528,capture,shopify_payments,18-07-2023 19:34,success,26.81,USD,master
5035249172591,#50527,capture,shopify_payments,18-07-2023 18:47,success,61.98,USD,visa
5035235541103,#50526,capture,shopify_payments,18-07-2023 18:16,success,29.49,USD,discover
5035189502063,#50525,capture,shopify_payments,18-07-2023 16:36,success,29.98,USD,master
5035187404911,#50524,capture,shopify_payments,18-07-2023 16:32,success,30.8,USD,discover
5035161747567,#50523,capture,shopify_payments,18-07-2023 15:41,success,31.84,USD,master
5035141628015,#50522,capture,shopify_payments,18-07-2023 15:03,success,29.49,USD,discover
5035125342319,#50521,capture,shopify_payments,18-07-2023 14:32,success,28.17,USD,master
5035082547311,#50520,capture,stripe,18-07-2023 13:19,success,22.99,USD,visa
5035074289775,#50519,capture,shopify_payments,18-07-2023 13:01,success,29.49,USD,visa
5035060297839,#50518,sale,manual,18-07-2023 12:28,success,33.23,USD,
5035060297839,#50518,refund,manual,19-07-2023 08:52,success,33.23,USD,
5035023532143,#50517,capture,shopify_payments,18-07-2023 11:17,success,30.99,USD,visa
5035023106159,#50516,capture,shopify_payments,18-07-2023 11:17,success,30.96,USD,visa
5035019239535,#50515,capture,shopify_payments,18-07-2023 11:09,success,33.7,USD,visa
5035016093807,#50514,capture,shopify_payments,18-07-2023 11:02,success,31.48,USD,visa
5034994565231,#50513,capture,shopify_payments,18-07-2023 10:18,success,29.49,USD,visa
5034993385583,#50512,capture,shopify_payments,18-07-2023 10:14,success,31.3,USD,visa
5034959306863,#50511,capture,shopify_payments,18-07-2023 08:59,success,33.78,USD,visa
5034768793711,#50510,capture,stripe,18-07-2023 01:04,success,29.53,USD,discover
5034768760943,#50509,capture,shopify_payments,18-07-2023 01:04,success,27.99,USD,visa
5034733305967,#50508,capture,stripe,18-07-2023 00:07,success,29.88,USD,master
5034733273199,#50507,capture,stripe,18-07-2023 00:07,success,29.3,USD,visa
5034733240431,#50506,capture,stripe,18-07-2023 00:07,success,29.03,USD,visa
5034733207663,#50505,capture,stripe,18-07-2023 00:07,success,27.61,USD,visa
5034733174895,#50504,capture,stripe,18-07-2023 00:07,success,30.44,USD,visa
5034733142127,#50503,capture,shopify_payments,18-07-2023 00:07,success,29.49,USD,visa
5034733109359,#50502,capture,stripe,18-07-2023 00:07,success,29.49,USD,master
5034733076591,#50501,capture,stripe,18-07-2023 00:07,success,30.05,USD,visa
5034733043823,#50500,capture,stripe,18-07-2023 00:07,success,27.99,USD,master
5034733011055,#50499,capture,stripe,18-07-2023 00:07,success,60.81,USD,american_express
5034732978287,#50498,capture,stripe,18-07-2023 00:07,success,29.67,USD,american_express
5034732945519,#50497,capture,stripe,18-07-2023 00:07,success,27.99,USD,master
5034732879983,#50496,capture,stripe,18-07-2023 00:07,success,29.81,USD,discover
5034732847215,#50495,capture,stripe,18-07-2023 00:07,success,29.39,USD,visa
5034732814447,#50494,capture,stripe,18-07-2023 00:07,success,27.99,USD,master
5034732781679,#50493,capture,stripe,18-07-2023 00:07,success,27.99,USD,visa
5034732748911,#50492,capture,stripe,18-07-2023 00:07,success,29.49,USD,visa
5034732716143,#50491,capture,stripe,18-07-2023 00:07,success,25.27,USD,discover
5034732683375,#50490,capture,stripe,18-07-2023 00:07,success,30.72,USD,visa
5034732650607,#50489,capture,stripe,18-07-2023 00:07,success,29.67,USD,master
5034732617839,#50488,capture,stripe,18-07-2023 00:07,success,30.23,USD,visa
5034732585071,#50487,capture,stripe,18-07-2023 00:07,success,31.26,USD,discover
5034732552303,#50486,capture,stripe,18-07-2023 00:07,success,32.17,USD,visa
5034732519535,#50485,capture,stripe,18-07-2023 00:07,success,49.25,USD,visa
5034732486767,#50484,capture,stripe,18-07-2023 00:07,success,29.67,USD,discover
5034732453999,#50483,capture,stripe,18-07-2023 00:08,success,31.26,USD,master
5034732421231,#50482,capture,stripe,18-07-2023 00:07,success,24.37,USD,visa
5034732388463,#50481,capture,stripe,18-07-2023 00:07,success,24.83,USD,discover
5034732355695,#50480,capture,stripe,18-07-2023 00:07,success,24.54,USD,visa
5034732224623,#50479,capture,stripe,18-07-2023 00:07,success,22.99,USD,visa
5034732191855,#50478,capture,stripe,18-07-2023 00:07,success,24.66,USD,visa
5034725277807,#50477,capture,shopify_payments,17-07-2023 23:47,success,29.13,USD,visa
5034687332463,#50476,capture,shopify_payments,17-07-2023 22:17,success,57.46,USD,discover
5034671341679,#50475,capture,shopify_payments,17-07-2023 21:42,success,50.38,USD,visa
5034652860527,#50474,capture,shopify_payments,17-07-2023 21:04,success,29.63,USD,visa
5034642047087,#50473,capture,shopify_payments,17-07-2023 20:43,success,54.03,USD,visa
5034638606447,#50472,capture,shopify_payments,17-07-2023 20:35,success,30.99,USD,master
5034633494639,#50471,capture,shopify_payments,17-07-2023 20:24,success,31.55,USD,visa
5034580574319,#50470,capture,shopify_payments,17-07-2023 18:39,success,55.78,USD,american_express
5034579001455,#50469,capture,shopify_payments,17-07-2023 18:36,success,32,USD,master
5034564911215,#50468,capture,shopify_payments,17-07-2023 18:05,success,106.16,USD,visa
5034558193775,#50467,capture,shopify_payments,17-07-2023 17:53,success,28.39,USD,master
5034539450479,#50466,capture,shopify_payments,17-07-2023 17:16,success,60.11,USD,visa
5034511564911,#50465,capture,shopify_payments,17-07-2023 16:20,success,168.5,USD,master
5034416341103,#50464,capture,shopify_payments,17-07-2023 13:46,success,32.5,USD,visa
5034384490607,#50463,capture,shopify_payments,17-07-2023 12:49,success,29.49,USD,discover
5034349068399,#50462,capture,shopify_payments,17-07-2023 11:45,success,27.89,USD,visa
5034346709103,#50461,capture,shopify_payments,17-07-2023 11:40,success,58.98,USD,visa
5034296442991,#50460,capture,shopify_payments,17-07-2023 09:58,success,29.63,USD,visa
5034224025711,#50459,capture,shopify_payments,17-07-2023 06:28,success,29.49,USD,visa
5034077421679,#50458,capture,shopify_payments,17-07-2023 00:47,success,60.73,USD,visa
5034042032239,#50457,capture,shopify_payments,17-07-2023 00:07,success,32.01,USD,visa
5034041999471,#50456,capture,stripe,17-07-2023 00:07,success,31.26,USD,visa
5034041966703,#50455,capture,stripe,17-07-2023 00:07,success,27.99,USD,master
5034041933935,#50454,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041901167,#50453,capture,stripe,17-07-2023 00:07,success,25.7,USD,discover
5034041901167,#50453,refund,stripe,19-07-2023 09:28,success,25.7,USD,discover
5034041868399,#50452,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041835631,#50451,capture,stripe,17-07-2023 00:07,success,29.67,USD,visa
5034041802863,#50450,capture,stripe,17-07-2023 00:07,success,25.33,USD,visa
5034041770095,#50449,capture,stripe,17-07-2023 00:07,success,28.27,USD,discover
5034041737327,#50448,capture,stripe,17-07-2023 00:07,success,29.53,USD,master
5034041704559,#50447,capture,stripe,17-07-2023 00:07,success,27.66,USD,visa
5034041671791,#50446,capture,stripe,17-07-2023 00:07,success,27.99,USD,american_express
5034041639023,#50445,capture,stripe,17-07-2023 00:07,success,28.27,USD,visa
5034041606255,#50444,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041573487,#50443,capture,stripe,17-07-2023 00:07,success,29.49,USD,visa
5034041540719,#50442,capture,shopify_payments,17-07-2023 00:07,success,31.26,USD,visa
5034041507951,#50441,capture,stripe,17-07-2023 00:07,success,31.91,USD,discover
5034041475183,#50440,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041442415,#50439,capture,stripe,17-07-2023 00:07,success,27.99,USD,master
5034041409647,#50438,capture,stripe,17-07-2023 00:07,success,29.67,USD,discover
5034041376879,#50437,capture,stripe,17-07-2023 00:07,success,29.46,USD,visa
5034041344111,#50436,capture,stripe,17-07-2023 00:07,success,28.27,USD,discover
5034041311343,#50435,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041278575,#50434,capture,stripe,17-07-2023 00:07,success,27.99,USD,master
5034041245807,#50433,capture,stripe,17-07-2023 00:07,success,30.2,USD,master
5034041213039,#50432,capture,stripe,17-07-2023 00:07,success,31.82,USD,visa
5034041180271,#50431,capture,stripe,17-07-2023 00:07,success,27.99,USD,visa
5034041147503,#50430,capture,stripe,17-07-2023 00:07,success,29.49,USD,visa
5034041114735,#50429,capture,stripe,17-07-2023 00:07,success,29.95,USD,visa
5033957982319,#50428,capture,shopify_payments,16-07-2023 20:55,success,27.89,USD,master
5033926852719,#50427,capture,shopify_payments,16-07-2023 19:51,success,70.25,USD,visa
5033846374511,#50426,capture,shopify_payments,16-07-2023 16:51,success,58.98,USD,visa
5033846145135,#50425,capture,shopify_payments,16-07-2023 16:50,success,32.23,USD,visa
5033834053743,#50424,capture,shopify_payments,16-07-2023 16:23,success,31.66,USD,visa
5033732636783,#50423,capture,shopify_payments,16-07-2023 13:14,success,29.49,USD,visa
5033686728815,#50422,capture,shopify_payments,16-07-2023 11:35,success,25.19,USD,visa
5033664479343,#50421,capture,shopify_payments,16-07-2023 10:41,success,27.39,USD,master
5033660514415,#50420,capture,shopify_payments,16-07-2023 10:31,success,55.78,USD,visa
5033642229871,#50419,capture,shopify_payments,16-07-2023 09:50,success,83.67,USD,visa
5033636462703,#50418,capture,shopify_payments,16-07-2023 09:32,success,28.61,USD,visa
5033605693551,#50417,capture,shopify_payments,16-07-2023 07:53,success,27.89,USD,master
5033449095279,#50416,capture,shopify_payments,16-07-2023 01:04,success,27.39,USD,master
5033449062511,#50415,capture,stripe,16-07-2023 01:04,success,31.26,USD,american_express
5033414525039,#50414,capture,stripe,16-07-2023 00:06,success,27.39,USD,american_express
5033414492271,#50413,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033414459503,#50412,capture,stripe,16-07-2023 00:06,success,29.95,USD,master
5033414426735,#50411,capture,stripe,16-07-2023 00:06,success,29.49,USD,visa
5033414393967,#50410,capture,stripe,16-07-2023 00:06,success,28.27,USD,discover
5033414361199,#50409,capture,stripe,16-07-2023 00:06,success,29.95,USD,visa
5033414328431,#50408,capture,stripe,16-07-2023 00:06,success,27.99,USD,discover
5033414295663,#50407,capture,shopify_payments,16-07-2023 00:06,success,27.39,USD,master
5033414262895,#50406,capture,stripe,16-07-2023 00:06,success,27.99,USD,discover
5033414230127,#50405,capture,stripe,16-07-2023 00:06,success,27.99,USD,master
5033414197359,#50404,capture,stripe,16-07-2023 00:06,success,29.78,USD,visa
5033414164591,#50403,capture,stripe,16-07-2023 00:06,success,27.99,USD,master
5033414131823,#50402,capture,stripe,16-07-2023 00:06,success,27.99,USD,master
5033414099055,#50401,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033414066287,#50400,capture,stripe,16-07-2023 00:06,success,27.99,USD,american_express
5033414033519,#50399,capture,stripe,16-07-2023 00:06,success,27.39,USD,visa
5033414000751,#50398,capture,stripe,16-07-2023 00:06,success,28.27,USD,discover
5033413967983,#50397,capture,stripe,16-07-2023 00:06,success,27.99,USD,discover
5033413935215,#50396,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033413902447,#50395,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033413869679,#50394,capture,stripe,16-07-2023 00:06,success,27.99,USD,discover
5033413836911,#50393,capture,stripe,16-07-2023 00:06,success,31.84,USD,visa
5033413804143,#50392,capture,stripe,16-07-2023 00:06,success,29.53,USD,visa
5033413771375,#50391,capture,stripe,16-07-2023 00:06,success,31.82,USD,visa
5033413738607,#50390,capture,stripe,16-07-2023 00:06,success,29.53,USD,master
5033413705839,#50389,capture,stripe,16-07-2023 00:06,success,29.49,USD,visa
5033413673071,#50388,capture,stripe,16-07-2023 00:06,success,30.67,USD,visa
5033413640303,#50387,capture,stripe,16-07-2023 00:06,success,30.02,USD,visa
5033413607535,#50386,capture,stripe,16-07-2023 00:06,success,32.28,USD,visa
5033413574767,#50385,capture,stripe,16-07-2023 00:06,success,29.49,USD,master
5033413541999,#50384,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033413509231,#50383,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033413476463,#50382,capture,stripe,16-07-2023 00:06,success,28.27,USD,visa
5033413443695,#50381,capture,stripe,16-07-2023 00:06,success,30.04,USD,discover
5033413410927,#50380,capture,stripe,16-07-2023 00:06,success,24.19,USD,master
5033413410927,#50380,refund,stripe,19-07-2023 10:10,success,24.19,USD,master
5033413378159,#50379,capture,stripe,16-07-2023 00:06,success,29.49,USD,visa
5033413345391,#50378,capture,stripe,16-07-2023 00:06,success,27.99,USD,master
5033413312623,#50377,capture,stripe,16-07-2023 00:06,success,29.99,USD,master
5033413279855,#50376,capture,stripe,16-07-2023 00:06,success,31.84,USD,master
5033413247087,#50375,capture,stripe,16-07-2023 00:06,success,30.23,USD,visa
5033413214319,#50374,capture,stripe,16-07-2023 00:06,success,29.53,USD,master
5033413148783,#50373,capture,stripe,16-07-2023 00:06,success,63.7,USD,master
5033413116015,#50372,capture,stripe,16-07-2023 00:06,success,27.99,USD,visa
5033413083247,#50371,capture,stripe,16-07-2023 00:06,success,29.49,USD,master
5033411444847,#50370,capture,shopify_payments,16-07-2023 00:00,success,96.87,USD,american_express
5033398075503,#50369,capture,shopify_payments,15-07-2023 23:21,success,28.26,USD,visa
5033390735471,#50368,capture,shopify_payments,15-07-2023 22:59,success,24.19,USD,visa
5033309274223,#50367,capture,shopify_payments,15-07-2023 19:36,success,33.81,USD,visa
5033307242607,#50366,capture,shopify_payments,15-07-2023 19:31,success,27.79,USD,visa
5033294692463,#50365,capture,shopify_payments,15-07-2023 18:57,success,27.39,USD,master
5033239281775,#50364,capture,shopify_payments,15-07-2023 16:45,success,59.83,USD,visa
5033225846895,#50363,capture,shopify_payments,15-07-2023 16:19,success,29.56,USD,visa
5033216573551,#50362,capture,shopify_payments,15-07-2023 16:04,success,29.78,USD,visa
5033212575855,#50361,capture,shopify_payments,15-07-2023 15:56,success,118.61,USD,discover
5033212575855,#50361,refund,shopify_payments,31-07-2023 16:12,success,118.61,USD,discover
5033204613231,#50360,capture,shopify_payments,15-07-2023 15:39,success,65.5,USD,visa
5033199763567,#50359,capture,shopify_payments,15-07-2023 15:29,success,30.99,USD,master
5033169813615,#50358,capture,shopify_payments,15-07-2023 14:28,success,31.71,USD,visa
5033169813615,#50358,refund,shopify_payments,20-07-2023 17:01,success,31.71,USD,visa
5033140519023,#50357,capture,shopify_payments,15-07-2023 13:49,success,36.06,USD,visa
5033087500399,#50356,capture,shopify_payments,15-07-2023 12:09,success,62.11,USD,discover
5033046999151,#50355,capture,shopify_payments,15-07-2023 10:55,success,31.55,USD,discover
5033041100911,#50354,capture,shopify_payments,15-07-2023 10:42,success,26.95,USD,american_express
5033021079663,#50353,capture,shopify_payments,15-07-2023 10:05,success,64.56,USD,visa
5033005252719,#50352,capture,shopify_payments,15-07-2023 09:25,success,28.39,USD,visa
5032793407599,#50351,capture,stripe,15-07-2023 01:04,success,22.99,USD,visa
5032793374831,#50350,capture,shopify_payments,15-07-2023 01:04,success,29.53,USD,master
5032793309295,#50349,capture,stripe,15-07-2023 01:04,success,31.72,USD,visa
5032756478063,#50348,capture,stripe,15-07-2023 00:06,success,29.95,USD,visa
5032756445295,#50347,capture,stripe,15-07-2023 00:06,success,29.49,USD,master
5032756412527,#50346,capture,stripe,15-07-2023 00:06,success,29.67,USD,master
5032756379759,#50345,capture,stripe,15-07-2023 00:06,success,27.99,USD,discover
5032756346991,#50344,capture,stripe,15-07-2023 00:06,success,29.11,USD,visa
5032756314223,#50343,capture,stripe,15-07-2023 00:06,success,26.06,USD,visa
5032756281455,#50342,capture,stripe,15-07-2023 00:06,success,30.23,USD,visa
5032756248687,#50341,capture,stripe,15-07-2023 00:06,success,29.37,USD,master
5032756215919,#50340,capture,stripe,15-07-2023 00:06,success,31.11,USD,visa
5032756183151,#50339,capture,stripe,15-07-2023 00:06,success,27.39,USD,master
5032756150383,#50338,capture,stripe,15-07-2023 00:06,success,29.49,USD,visa
5032756117615,#50337,capture,stripe,15-07-2023 00:06,success,31.14,USD,visa
5032756084847,#50336,capture,stripe,15-07-2023 00:06,success,29.49,USD,visa
5032756052079,#50335,capture,stripe,15-07-2023 00:06,success,28.27,USD,master
5032756019311,#50334,capture,stripe,15-07-2023 00:06,success,29.49,USD,visa
5032755986543,#50333,capture,stripe,15-07-2023 00:06,success,27.39,USD,discover
5032755953775,#50332,capture,stripe,15-07-2023 00:06,success,31.18,USD,visa
5032755921007,#50331,capture,stripe,15-07-2023 00:06,success,31.74,USD,master
5032755888239,#50330,capture,stripe,15-07-2023 00:06,success,63.7,USD,visa
5032755855471,#50329,capture,stripe,15-07-2023 00:06,success,31.84,USD,visa
5032641396847,#50328,capture,shopify_payments,14-07-2023 19:27,success,27.39,USD,visa
5032626421871,#50327,capture,shopify_payments,14-07-2023 18:54,success,35.04,USD,master
5032626421871,#50327,refund,shopify_payments,19-07-2023 16:09,success,35.04,USD,master
5032540242031,#50326,capture,shopify_payments,14-07-2023 16:02,success,67.4,USD,visa
5032534179951,#50325,capture,shopify_payments,14-07-2023 15:50,success,34.66,USD,american_express
5032524906607,#50324,capture,shopify_payments,14-07-2023 15:32,success,57.87,USD,visa
5032425717871,#50323,capture,shopify_payments,14-07-2023 12:48,success,63.84,USD,american_express
5032420507759,#50322,capture,shopify_payments,14-07-2023 12:38,success,32.82,USD,master
